,name,title,link,abstract,date
97,Alireza Daneshkhah,Markov Chain Monte Carlo-Based Estimation of Stress–Strength Reliability Parameter for Generalized Linear Failure Rate Distributions,https://pureportal.coventry.ac.uk/en/publications/markov-chain-monte-carlo-based-estimation-of-stressstrength-relia,"This paper provides Bayesian and classical inference of Stress–Strength reliability parameter, [Formula: see text], where both [Formula: see text] and [Formula: see text] are independently distributed as 3-parameter generalized linear failure rate (GLFR) random variables with different parameters. Due to importance of stress–strength models in various fields of engineering, we here address the maximum likelihood estimator (MLE) of [Formula: see text] and the corresponding interval estimate using some efficient numerical methods. The Bayes estimates of R are derived, considering squared error loss functions. Because the Bayes estimates could not be expressed in closed forms, we employ a Markov Chain Monte Carlo procedure to calculate approximate Bayes estimates. To evaluate the performances of different estimators, extensive simulations are implemented and also real datasets are analyzed.",2022
98,Alireza Daneshkhah,On the impact of prior distributions on efficiency of sparse Gaussian process regression,https://pureportal.coventry.ac.uk/en/publications/on-the-impact-of-prior-distributions-on-efficiency-of-sparse-gaus,"Gaussian process regression (GPR) is a kernel-based learning model, which unfortunately suffers from computational intractability for irregular domain and large datasets due to the full kernel matrix. In this paper, we propose a novel method to produce a sparse kernel matrix using the compact support radial kernels (CSRKs) to efficiently learn the GPR from large datasets. The CSRKs can effectively avoid the ill-conditioned and full kernel matrix during GPR training and prediction, consequently reducing computational costs and memory requirements. In practice, the interest in CSRKs waned slightly as it became evident that, there is a trade-off principle (conflict between accuracy and sparsity) for compactly supported kernels. Hence, when using kernels with compact support, during GPR training, the main focus will be on providing a high level of accuracy. In this case, the advantage of achieving a sparse covariance matrix for CSRKs will almost disappear, as we will see in the numerical results. This trade-off has led authors to search for an “optimal” value of the scale parameter. Accordingly, by selecting the suitable priors on the kernel hyperparameters, and simply estimating the hyperparameters using a modified version of the maximum likelihood estimation (MLE), the GPR model derived from the CSRKs yields maximal accuracy while still maintaining a sparse covariance matrix. In fact, in GPR training, modified version of the MLE will be proportional to the product of MLE and a given suitable prior distribution for the hyperparameters that provides an efficient method for learning. The misspecification of prior distributions and their impact on the predictability of the sparse GPR models are also comprehensively investigated using several empirical studies. The proposed new approach is applied to some irregular domains with noisy test functions in 2D data sets in a comparative study. We finally investigate the effect of prior on the predictability of GPR models based on the real dataset. The derived results suggest the proposed method leads to more sparsity and well-conditioned kernel matrices in all cases.",26 Jun 2022
99,Alireza Daneshkhah,Predicting Primary Sequence-Based Protein-Protein Interactions Using a Mercer Series Representation of Nonlinear Support Vector Machine,https://pureportal.coventry.ac.uk/en/publications/predicting-primary-sequence-based-protein-protein-interactions-us,"The prediction of protein-protein interactions (PPIs) is essential to understand the cellular processes from a medical perspective. Among the various machine learning techniques, kernel-based Support Vector Machine (SVM) has been commonly employed to discriminate between interacting and non-interacting protein pairs. The main drawback of employing the kernel-based SVM to datasets with many features, such as the primary sequence-based protein-protein dataset, is the significant increase in computational time of training stage. This increase in computational time is mainly due to the presence of the kernel in solving the quadratic optimisation problem (QOP) involved in nonlinear SVM. In order to fix this issue, we propose a novel and efficient computational algorithm by approximating the kernel-based SVM using a low-rank truncated Mercer series as well as desired. As a result, the QOP for the approximated kernel-based SVM will be very tractable in the sense that there is a significant reduction in computational time of training and validating stages. We illustrate the novelty of the proposed method by predicting the PPIs of ""S. Cerevisiae” where the protein features extracted using the multiscale local descriptor (MLD), and then we compare the predictive performance of the proposed low-rank approximation with the existing methods. Finally, the new method results in significant reduction in computational time for predicting PPIs with almost as accuracy as kernel-based SVM",1 Dec 2022
100,Alireza Daneshkhah,Stable likelihood computation for machine learning of linear differential operators with Gaussian processes,https://pureportal.coventry.ac.uk/en/publications/stable-likelihood-computation-for-machine-learning-of-linear-diff,"In many applied sciences, the main aim is to learn the parameters in the operational equations which best fit the observed data. A framework for solving such problems is to employ Gaussian process (GP) emulators which are well-known as nonparametric Bayesian machine learning techniques. GPs are among a class of methods known as kernel machines which can be used to approximate rather complex problems by tuning their hyperparameters. The maximum likelihood estimation (MLE) has widely been used to estimate the parameters of the operators and kernels. However, the MLE-based and Bayesian inference in the standard form are usually involved in setting up a covariance matrix which is generally ill-conditioned. As a result, constructing and inverting the covariance matrix using the standard form will become unstable to learn the parameters in the operational equations. In this paper, we propose a novel approach to tackle these computational complexities and also resolve the ill-conditioning problem by forming the covariance matrix using alternative bases via the Hilbert−Schmidt SVD (HS-SVD) approach. Applying this approach yields a novel matrix factorization of the block-structured covariance matrix which can be implemented stably by isolating the main source of the ill-conditioning. In contrast to standard matrix decompositions which start with a matrix and produce the resulting factors, the HS-SVD is constructed from the Hilbert−Schmidt eigenvalues and eigenvectors without the need to ever form the potentially ill-conditioned matrix. We also provide stable MLE and Bayesian inference to adaptively estimate hyperparameters, and the corresponding operators can then be efficiently predicted at some new points using the proposed HS-SVD bases. The efficiency and stability of the proposed HS-SVD method will be compared with the existing methods by several illustrations of the parametric linear equations, such as ordinary and partial differential equations, and integro-differential and fractional order operators.",20 Apr 2022
101,Alireza Daneshkhah,The performance of various machine learning methods for Parkinson’s disease recognition: a systematic review,https://pureportal.coventry.ac.uk/en/publications/the-performance-of-various-machine-learning-methods-for-parkinson,"Parkinson’s disease (PD) is a common neurodegenerative disorder that causes degeneration of dopaminergic neurons in the Nigrostriatal pathway and the discharge of Dopamine in the striatum. Machine learning algorithms have been used as a tool to predict and diagnose diseases. Some of these algorithms got the popularity due to their high recognition performance. In the recognition of PD, studies demonstrated various recognition performances and this systematic review study the performance of machine learning algorithms. This systematic review is based on the cochrane’s proposed seven phases of review. After identifying the question of research and inclusion/exclusion criteria, we searched different related databases (SID, MagIran, PubMed, ProQuest, ScienceDirect, WoS, Scopus, and Google Scholar) with the help of combination of keywords. After selection of the studies we extract information and summarize the results. From 10,980 found-studies, and removing them based on inclusion/exclustion criteria, we selected 82 studies. To diagnose PD, 59 studies used clinical indicators, 2 studies used genetic characteristics, 12 used MRI, two used PET, 5 used SPECT and 2 used Laboratory markers. In most of these studies RF, SVM, LR have performed the best. The accuracies of RF, SVM, and LR are reported between 58.9%-99.42%, 65.2%-99.99%, and 43.9%-96%. The results show that the performance of RF, SVM, and LR are high for PD diagnosis. Therefore, they can be used for PD diagnosis as a help for doctors and specialist.",27 Feb 2022
102,Alireza Daneshkhah,A probabilistic predictive model for assessing the economic reusability of load-bearing building components: Developing a Circular Economy framework,https://pureportal.coventry.ac.uk/en/publications/a-probabilistic-predictive-model-for-assessing-the-economic-reusa,"The reuse of load-bearing building components has the potential to promote the circular economy in the building sector. One recent aspect of the efforts to improve reuse rates in buildings is estimating the reusability of the structural elements. This study develops a probabilistic predictive model using advanced supervised machine learning methods to evaluate the economic reusability of the load-bearing building elements. The results of sensitivity analysis and visualization techniques used in this study reveal that the most important economic factor is the need to purchase reused elements early in a project, which could have cash flow implications. The other most important factors are the potential financial risks, the procurement process, and the labour cost. This study unveils that the relationship between variables is not linear, and none of the identified factors could alone determine if an element is reusable or not. This study concludes that the complex interdependencies of factors affecting reuse cause a high level of uncertainty about the feasibility of reusing the load-bearing building structural components from an economic aspect. Nonetheless, this paper reveals that by using the probability theory foundations and combining it with advanced supervised machine learning methods, it is possible to develop tools that could reliably estimate the economic reusability of these elements based on affecting variables. Therefore, the authors suggest utilizing the approach developed in this research to promote the circularity of materials in different subsectors of the construction industry.",Jul 2021
103,Alireza Daneshkhah,A systematic review and meta-analysis of prevalence of insomnia in the third trimester of pregnancy,https://pureportal.coventry.ac.uk/en/publications/a-systematic-review-and-meta-analysis-of-prevalence-of-insomnia-i,"Background: Sleep disorders, which are among the foremost important medical care issues, are prevalent in pregnancy. The present study is a meta-analysis of the prevalence of insomnia in the third trimester of pregnancy. This study aims to systematically review the overall prevalence of insomnia in the third trimester of pregnancy through conducting a meta-analysis. Method: The literature used in this meta-analysis for the topic discussed above were obtained through searching several databases, including SID, MagIran, IranDoc, Scopus, Embase, Web of Science (WoS), PubMed Science Direct and Google Scholar databases without time limitation until December 2020. Articles developed based on cross-sectional studies were included in the study. The heterogeneity of studies was investigated using the I2 index. Also, the possible effects of heterogeneity in the studied studies are investigated using meta-regression analysis. Result: In 10 articles and 8798 participants aged between11–40, the overall prevalence of insomnia in the third trimester of pregnancy based on meta-analysis was 42.4% (95% CI: 32.9–52.5%). It was reported that as the sample size increases, the prevalence of insomnia in the third trimester of pregnancy increases. Conversely, as the year of research increases, the prevalence of insomnia in the third trimester of pregnancy decreases. Both of these differences were statistically significant (P < 0.05). Conclusion: Insomnia was highly prevalent in the last trimester of pregnancy. Sleep disorders are neglected among pregnant women, and they are considered natural. While sleep disturbances can cause mental and physical problems in pregnant women, they can consequently cause problems for the fetus. As a result, maintaining the physical and mental health of pregnant mothers is very important. It is thus recommended that in addition to having regular visits during pregnancy, pregnant women should also be continuously monitored for sleep-related disorders.",9 Apr 2021
104,Alireza Daneshkhah,Economic Evaluation of Mental Health Effects of Flooding Using Bayesian Networks,https://pureportal.coventry.ac.uk/en/publications/economic-evaluation-of-mental-health-effects-of-flooding-using-ba,"The appraisal of appropriate levels of investment for devising flooding mitigation and to support recovery interventions is a complex and challenging task. Evaluation must account for social, political, environmental and other conditions, such as flood state expectations and local priorities. The evaluation method should be able to quickly identify evolving investment needs as the incidence and magnitude of flood events continue to grow. Quantification is essential and must consider multiple direct and indirect effects on flood related outcomes. The method proposed is this study is a Bayesian network, which may be used ex-post for evaluation, but also ex-ante for future assessment, and near real-time for the reallocation of investment into interventions. The particular case we study is the effect of flood interventions upon mental health, which is a gap in current investment analyses. Natural events such as floods expose people to negative mental health disorders including anxiety, distress and post-traumatic stress disorder. Such outcomes can be mitigated or exacerbated not only by state funded interventions, but by individual and community skills and experience. Success is also dampened when vulnerable and previously exposed victims are affected. Current measures evaluate solely the effectiveness of interventions to reduce physical damage to people and assets. This paper contributes a design for a Bayesian network that exposes causal pathways and conditional probabilities between interventions and mental health outcomes as well as providing a tool that can readily indicate the level of investment needed in alternative interventions based on desired mental health outcomes.",13 Jul 2021
105,Alireza Daneshkhah,Generation of Pedestrian Crossing Scenarios Using Ped-Cross Generative Adversarial Network,https://pureportal.coventry.ac.uk/en/publications/generation-of-pedestrian-crossing-scenarios-using-ped-cross-gener,"The safety of vulnerable road users is of paramount importance as transport moves towards fully automated driving. The richness of real-world data required for testing autonomous vehicles is limited and furthermore, available data do not present a fair representation of different scenarios and rare events. Before deploying autonomous vehicles publicly, their abilities must reach a safety threshold, not least with regards to vulnerable road users, such as pedestrians. In this paper, we present a novel Generative Adversarial Networks named the Ped-Cross GAN. Ped-Cross GAN is able to generate crossing sequences of pedestrians in the form of human pose sequences. The Ped-Cross GAN is trained with the Pedestrian Scenario dataset. The novel Pedestrian Scenario dataset, derived from existing datasets, enables training on richer pedestrian scenarios. We demonstrate an example of its use through training and testing the Ped-Cross GAN. The results show that the Ped-Cross GAN is able to generate new crossing scenarios that are of the same distribution from those contained in the Pedestrian Scenario dataset. Having a method with these capabilities is important for the future of transport, as it will allow for the adequate testing of Connected and Autonomous Vehicles on how they correctly perceive the intention of pedestrians crossing the street, ultimately leading to fewer pedestrian casualties on our roads. ",6 Jan 2021
106,Alireza Daneshkhah,"Predicting mortality, duration of treatment, pulmonary embolism and required ceiling of ventilatory support for COVID-19 inpatients: A Machine-Learning Approach",https://pureportal.coventry.ac.uk/en/publications/predicting-mortality-duration-of-treatment-pulmonary-embolism-and,"Introduction Within the UK, COVID-19 has contributed towards over 103,000 deaths. Multiple risk factors for COVID-19 have been identified including various demographics, co-morbidities, biochemical parameters, and physical assessment findings. However, using this vast data to improve clinical care has proven challenging.
Aims to develop a reliable, multivariable predictive model for COVID-19 in-patient outcomes, to aid risk-stratification and earlier clinical decision-making.
Methods Anonymized data regarding 44 independent predictor variables of 355 adults diagnosed with COVID-19, at a UK hospital, was manually extracted from electronic patient records for retrospective, case-controlled analysis. Primary outcomes included inpatient mortality, level of ventilatory support and oxygen therapy required, and duration of inpatient treatment. Secondary pulmonary embolism was the only secondary outcome. After balancing data, key variables were feature selected for each outcome using random forests. Predictive models were created using Bayesian Networks, and cross-validated.

Results Our multivariable models were able to predict, using feature selected risk factors, the probability of inpatient mortality (F1 score 83.7%, PPV 82%, NPV 67.9%); level of ventilatory support required (F1 score varies from 55.8% “High-flow Oxygen level” to 71.5% “ITU-Admission level”); duration of inpatient treatment (varies from 46.7% for “≥ 2 days but < 3 days” to 69.8% “≤ 1 day”); and risk of pulmonary embolism sequelae (F1 score 85.8%, PPV of 83.7%, and NPV of 80.9%).
Conclusion Overall, our findings demonstrate reliable, multivariable predictive models for 4 outcomes, that utilize readily available clinical information for COVID-19 adult inpatients. Further research is required to externally validate our models and demonstrate their utility as clinical decision-making tools.",20 Feb 2021
107,Alireza Daneshkhah,Predicting the technical reusability of load-bearing building components: A probabilistic approach towards developing a Circular Economy framework,https://pureportal.coventry.ac.uk/en/publications/predicting-the-technical-reusability-of-load-bearing-building-com,"The construction sector is the largest consumer of raw materials and accounts for 25%–40% of the total CO2 emissions globally. Besides, construction activities produce the highest amount of waste among all other sectors. According to the waste hierarchies, reuse is preferred to recycling; however, most of the recovery of construction and demolition wastes happens in the form of recycling and not reuse. Part of the recent efforts to promote the reuse rates includes estimating the reusability of the load-bearing building components to assist the stakeholders in making sound judgements of the reuse potentials at the end-of-life of a building and alleviate the uncertainties and perceived risks. This study aims to develop a probabilistic model using advanced supervised machine learning techniques (including random forest, K-Nearest Neighbours algorithm, Gaussian process, and support vector machine) to predict the reuse potential of structural elements at the end-of-life of a building. For this purpose, using an online questionnaire, this paper seeks the experts’ opinions with actual reuse experience in the building sector to assess the identified barriers by the authors in an earlier study. Furthermore, the results of the survey are used to develop an easy-to-understand learner for assessing the technical reusability of the structural elements at the end-of-life of a building. The results indicate that the most significant factors affecting the reuse of building structural components are design-related including, matching the design of the new building with the strength of the recovered element.",1 Oct 2021
108,Alireza Daneshkhah,Scenario Optimisation and Sensitivity Analysis for Safe Automated Driving Using Gaussian Processes,https://pureportal.coventry.ac.uk/en/publications/scenario-optimisation-and-sensitivity-analysis-for-safe-automated,"Assuring the safety of automated vehicles is essential for their timely introduction and acceptance by policymakers and the public. To assess their safe design and robust decision making in response to all possible scenarios, new methods that use a scenario-based testing approach are needed, as testing on public roads in normal traffic would require driving millions of kilometres. We make use of the scenario-based testing approach and propose a method to model simulated scenarios using Gaussian Process based models to predict untested scenario outcomes. This enables us to efficiently determine the performance boundary, where the safe and unsafe scenarios can be evidently distinguished from each other. We present an iterative method that optimises the parameter space of a logical scenario towards the most critical scenarios on this performance boundary. Additionally, we conduct a novel probabilistic sensitivity analysis by efficiently computing several variance-based sensitivity indices using the Gaussian Process models and evaluate the relative importance of the scenario input parameters on the scenario outcome. We critically evaluate and investigate the usefulness of the proposed Gaussian Process based approach as a very efficient surrogate model, which can model the logical scenarios effectively in the presence of uncertainty. The proposed approach is applied on an exemplary logical scenario and shows viability in finding concrete critical scenarios. The reported results, derived from the proposed approach, could pave the way to more efficient testing of automated vehicles and instruct further physical tests on the determined critical scenarios.",15 Jan 2021
109,Alireza Daneshkhah,Topic modelling in precision medicine with its applications in personalized diabetes management,https://pureportal.coventry.ac.uk/en/publications/topic-modelling-in-precision-medicine-with-its-applications-in-pe,"Advances in Internet of Things (IoT) and analytic-based systems in the past decade have found several applications in medical informatics, and have significantly facilitated healthcare decision making. Patients' data are collected through a variety of means, including IoT sensory systems, and require efficient, and accurate processing. Topic Modelling is an unsupervised machine learning algorithm for Natural Language Processing (NLP) that identifies relationships and associations within textual data. The application of Topic Modelling has been widely used on raw text data, where meaningful clusters (topics) are generated by the model. The purpose of this paper is to explore the varying methods of Topic Modelling, mostly the Latent Dirichlet allocation (LDA) model, and its applicability on personalized diabetes management. The proposed study evaluates the possibility of applying topic modelling methods on diabetes literature and genomic data in order to achieve precision medicine.",18 Jul 2021
110,Alireza Daneshkhah,Using Machine Learning Algorithms to Develop a Clinical Decision-Making Tool for COVID-19 Inpatients,https://pureportal.coventry.ac.uk/en/publications/using-machine-learning-algorithms-to-develop-a-clinical-decision-,"Background: Within the UK, COVID-19 has contributed towards over 103,000 deaths. Although multiple risk factors for COVID-19 have been identified, using this data to improve clinical care has proven challenging. The main aim of this study is to develop a reliable, multivariable predictive model for COVID-19 in-patient outcomes, thus enabling risk-stratification and earlier clinical decision-making. Methods: Anonymised data consisting of 44 independent predictor variables from 355 adults diagnosed with COVID-19, at a UK hospital, was manually extracted from electronic patient records for retrospective, case–control analysis. Primary outcomes included inpatient mortality, required ventilatory support, and duration of inpatient treatment. Pulmonary embolism sequala was the only secondary outcome. After balancing data, key variables were feature selected for each outcome using random forests. Predictive models were then learned and constructed using Bayesian networks. Results: The proposed probabilistic models were able to predict, using feature selected risk factors, the probability of the mentioned outcomes. Overall, our findings demonstrate reliable, multivariable, quantitative predictive models for four outcomes, which utilise readily available clinical information for COVID-19 adult inpatients. Further research is required to externally validate our models and demonstrate their utility as risk stratification and clinical decision-making tools.",9 Jun 2021
111,Alireza Daneshkhah,A low cost and highly accurate technique for big data spatial-temporal interpolation,https://pureportal.coventry.ac.uk/en/publications/a-low-cost-and-highly-accurate-technique-for-big-data-spatial-tem,"The high velocity, variety and volume of data generation by today's systems have necessitated Big Data (BD) analytic techniques. This has penetrated a wide range of industries; BD as a notion has various types and characteristics, and therefore a variety of analytic techniques would be required. The traditional analysis methods are typically unable to analyse spatial-temporal BD. Interpolation is required to approximate the values between the already existing data points, yet since there exist both location and time dimensions, only a multivariate interpolation would be appropriate. Nevertheless, existing software are unable to perform such complex interpolations. To overcome this challenge, this paper presents a layer by layer interpolation approach for spatial-temporal BD. Developing this layered structure provides the opportunity for working with much smaller linear system of equations. Consequently, this structure increases the accuracy and stability of numerical structure of the considered BD interpolation. To construct this layer by layer interpolation, we have used the good properties of Radial Basis Functions (RBFs). The proposed new approach is applied to numerical examples in spatial-temporal big data and the obtained results confirm the high accuracy and low computational cost. Finally, our approach is applied to explore one of the air pollution indices, i.e. daily PM2.5 concentration, based on different stations in the contiguous United States, and it is evaluated by leave-one-out cross validation.",1 Jul 2020
112,Alireza Daneshkhah,Behavioural Analytics: A Preventative Means for the Future of Policing,https://pureportal.coventry.ac.uk/en/publications/behavioural-analytics-a-preventative-means-for-the-future-of-poli,"Without sufficient intelligence, police response to crimes occurs in the form a reactive retort. This is even more so in the case of cyberspace policing, as digital platforms increase the complexities involved in the overall police incident response development. In this paper, we briefly introduce cybercrime and the necessities that police forces have to deal with. We argue that there is an urgent need for development and adoption of proactive and preventive techniques to identify and curb cyber and cyber-enabled crimes. We then present topic modelling as one of effective preventive techniques for predicting behaviours that can potentially be linked to cybercrime activities on social media.",17 Jul 2020
113,Alireza Daneshkhah,Classification of a Pedestrian’s Behaviour Using Dual Deep Neural Networks,https://pureportal.coventry.ac.uk/en/publications/classification-of-a-pedestrians-behaviour-using-dual-deep-neural-,"Vulnerable road user safety is of paramount importance as transport moves towards fully autonomous driving. The research question posed by this research is of how can we train a computer to be able to see and perceive a pedestrian’s movement. This work presents a dual network architecture, trained in tandem, which is capable of classifying the behaviour of a pedestrian from a single image with no prior context. The results show that the most successful network was able to achieve a correct classification accuracy of 94.3% when classifying images based on their behaviour. This shows the use of a novel data fusion method for pedestrian images and human poses. Having a network with these capabilities is important for the future of transport, as it will allow vehicles to correctly perceive the intention of pedestrians crossing the street, and will ultimately lead to fewer pedestrian casualties on our roads.",4 Jul 2020
114,Alireza Daneshkhah,Constructing gene regulatory networks from microarray data using non-Gaussian pair-copula Bayesian networks,https://pureportal.coventry.ac.uk/en/publications/constructing-gene-regulatory-networks-from-microarray-data-using-,"Many biological and biomedical research areas such as drug design require analyzing the Gene Regulatory Networks (GRNs) to provide clear insight and understanding of the cellular processes in live cells. Under normality assumption for the genes, GRNs can be constructed by assessing the nonzero elements of the inverse covariance matrix. Nevertheless, such techniques are unable to deal with non-normality, multi-modality and heavy tailedness that are commonly seen in current massive genetic data. To relax this limitative constraint, one can apply copula function which is a multivariate cumulative distribution function with uniform marginal distribution. However, since the dependency structures of different pairs of genes in a multivariate problem are very different, the regular multivariate copula will not allow for the construction of an appropriate model. The solution to this problem is using Pair-Copula Constructions (PCCs) which are decompositions of a multivariate density into a cascade of bivariate copula, and therefore, assign different bivariate copula function for each local term. In fact, in this paper, we have constructed inverse covariance matrix based on the use of PCCs when the normality assumption can be moderately or severely violated for capturing a wide range of distributional features and complex dependency structure. To learn the non-Gaussian model for the considered GRN with non-Gaussian genomic data, we apply modified version of copula-based PC algorithm in which normality assumption of marginal densities is dropped. This paper also considers the Dynamic Time Warping (DTW) algorithm to determine the existence of a time delay relation between two genes. Breast cancer is one of the most common diseases in the world where GRN analysis of its subtypes is considerably important; Since by revealing the differences in the GRNs of these subtypes, new therapies and drugs can be found. The findings of our research are used to construct GRNs with high performance, for various subtypes of breast cancer rather than simply using previous models.",24 Jul 2020
115,Alireza Daneshkhah,Copula-based probabilistic assessment of intensity and duration of cold episodes: A case study of Malayer vineyard region,https://pureportal.coventry.ac.uk/en/publications/copula-based-probabilistic-assessment-of-intensity-and-duration-o,"Frost, particularly during the spring, is one of the most damaging weather phenomena for vineyards, causing significant economic losses to vineyards around the world each year. The risk of tardive frost damage in vineyards due to changing climate is considered as an important threat to the sustainable production of grapes. Therefore, the cold monitoring strategies is one of the criteria with significant impacts on the yields and prosperity of horticulture and raisin factories. Frost events can be characterized by duration and severity. This paper investigates the risk and impacts of frost phenomenon in the vineyards by modeling the joint distribution of duration and severity factors and analyzing the influential parameter’s dependency structure using capabilities of copula functions. A novel mathematical framework is developed within this study to understand the risk and uncertainties associate with frost events and the impacts on yields of vineyards by analyzing the non-linear dependency structure using copula functions as an efficient tool. The developed model was successfully validated for the case study of vineyard in Malayer city of Iran. The copula model developed in this study was shown to be a robust tool for predicting the return period of the frost events.",15 Dec 2020
116,Alireza Daneshkhah,Digital Twin Technologies and Smart Cities,https://pureportal.coventry.ac.uk/en/publications/digital-twin-technologies-and-smart-cities,"This book provides a holistic perspective on Digital Twin (DT) technologies, and presents cutting-edge research in the field. It assesses the opportunities that DT can offer for smart cities, and covers the requirements for ensuring secure, safe and sustainable smart cities. Further, the book demonstrates that DT and its benefits with regard to:  data visualisation, real-time data analytics, and learning leading to improved confidence in decision making; reasoning, monitoring and warning to support accurate diagnostics and prognostics; acting using edge control and what-ifanalysis; and connection with back-end business applications  hold significant potential for applications in smart cities, by employing a wide range of sensory and data-acquisition systems in various parts of the urban infrastructure. The contributing authors reveal how and why DT technologies that are used for monitoring, visualising, diagnosing and predicting in real-time are vital to cities’ sustainability and efficiency. The concepts outlined in the book represents a city together with all of its infrastructure elements, which communicate with each other in a complex manner. Moreover, securing Internet of Things (IoT) which is one of the key enablers of DT’s is discussed in details and from various perspectives. The book offers an outstanding reference guide for practitioners and researchers in manufacturing, operations research and communications, who are considering digitising some of their assets and related services. It is also a valuable asset for graduate students and academics who are looking to identify research gaps and develop their own proposals for further research.",2020
117,Alireza Daneshkhah,Generation of pedestrian pose structures using generative adversarial networks,https://pureportal.coventry.ac.uk/en/publications/generation-of-pedestrian-pose-structures-using-generative-adversa,"The safety of vulnerable road users is of paramount importance as transport moves towards fully automated driving. The richness of real-world data required for testing autonomous vehicles is limited, and furthermore, the available data does not have a fair representation of different scenarios and rare events. This work presents a novel approach for the generation of human pose structures, specifically the type of pose structures that would appear to be in pedestrian scenarios. The results show that the generated pedestrian structures are indistinguishable from the ground truth pose structures when classified using a suitably trained classifier. The paper demonstrates that the Generative Adversarial Network architecture can be used to create realistic new training samples, and, in future, new pedestrian events.",17 Feb 2020
118,Alireza Daneshkhah,On the functional central limit theorem for first passage time of nonlinear semi-Markov reward processes,https://pureportal.coventry.ac.uk/en/publications/on-the-functional-central-limit-theorem-for-first-passage-time-of,"In this article we examine the functional central limit theorem for the first passage time of reward processes defined over a finite state space semi-Markov process. In order to apply this process for a wider range of real-world applications, the reward functions, considered in this work, are assumed to have general forms instead of the constant rates reported in the other studies. We benefit from the martingale theory and Poisson equations to prove and establish the convergence of the first passage time of reward processes to a zero mean Brownian motion. Necessary conditions to derive the results presented in this article are the existence of variances for sojourn times in each state and second order integrability of reward functions with respect to the distribution of sojourn times. We finally verify the presented methodology through a numerical illustration.",1 Oct 2020
119,Alireza Daneshkhah,Some Computational Considerations for Kernel-Based Support Vector Machine,https://pureportal.coventry.ac.uk/en/publications/some-computational-considerations-for-kernel-based-support-vector,"Sometimes healthcare perspectives in communications technologies require data mining, especially classification as a supervised learning. Support vector machines (SVMs) are considered as efficient supervised learning approaches for classification due to their robustness against several types of model misspecifications and outliers. Kernel-based SVMs are known to be more flexible tools for a wide range of supervised learning tasks and can efficiently handle non-linear relationship between input variables and outputs (or labels). They are more robust with respect to the aforementioned model misspecifications, and also more accurate in the sense that the root-mean-square error computed by fitting the kernel-based SVMs is considerably smaller than the one computed by fitting the standard/linear SVMs. However, the choice of kernel type and particularity kernel’s parameters could have significant impact on the classification accuracy and other supervised learning tasks required in network security, Internet of things, cybersecurity, etc. One of the findings of this study is that larger kernel parameter(s) would encourage SVMs with more localities and vice versa. This chapter provides some results on the effect of the kernel parameter on the kernel-based SVM classification. We thus first examine the effect of these parameters on the classification results using the kernel-based SVM, and then specify the optimal value of these parameters using cross-validation (CV) technique.",2020
120,Alireza Daneshkhah,The impact of physical exercise on the fatigue symptoms in patients with multiple sclerosis: A systematic review and meta-analysis,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-physical-exercise-on-the-fatigue-symptoms-in-patien,"Background: Despite many benefits of the physical activity on physical and mental health of patients with Multiple Sclerosis (MS), the activity level in these patients is still very limited, and they continue to suffer from impairment in functioning ability. The main aim of this study is thus to closely examine exercise's effect on fatigue of patients with MS worldwide, with particular interest on Iran based on a comprehensive systematic review and meta-analysis. Methods: The studies used in this systematic review were selected from the articles published from 1996 to 2019, in national and international databases including SID, Magiran, Iranmedex, Irandoc, Google Scholar, Cochrane, Embase, ScienceDirect, Scopus, PubMed and Web of Science (ISI). These databases were thoroughly searched, and the relevant ones were selected based on some plausible keywords to the aim of this study. Heterogeneity index between studies was determined using Cochran's test and I2. Due to heterogeneity in studies, the random effects model was used to estimate standardized mean difference. Results: From the systematic review, a meta-analysis was performed on 31 articles which were fulfilled the inclusion criteria. The sample including of 714 subjects was selected from the intervention group, and almost the same sample size of 720 individuals were selected in the control group. Based on the results derived from this meta-analysis, the standardized mean difference between the intervention group before and after the intervention was respectively estimated to be 23.8 ± 6.2 and 16.9 ± 3.2, which indicates that the physical exercise reduces fatigue in patients with MS. Conclusion: The results of this study extracted from a detailed meta-analysis reveal and confirm that physical exercise significantly reduces fatigue in patients with MS. As a results, a regular exercise program is strongly recommended to be part of a rehabilitation program for these patients.",13 Mar 2020
